Pokeball,Pokemon,Probability,Current HP
ultraball,jolteon,0.1679,0.79
ultraball,jolteon,0.17,0.78
ultraball,jolteon,0.1721,0.77
ultraball,jolteon,0.1742,0.76
ultraball,jolteon,0.1763,0.75
ultraball,jolteon,0.1784,0.74
ultraball,jolteon,0.1805,0.73
ultraball,jolteon,0.1848,0.72
ultraball,jolteon,0.1869,0.71
ultraball,jolteon,0.189,0.7
ultraball,jolteon,0.1911,0.69
ultraball,jolteon,0.1932,0.68
ultraball,jolteon,0.1953,0.67
ultraball,jolteon,0.1974,0.66
ultraball,jolteon,0.1995,0.65
ultraball,jolteon,0.2017,0.64
ultraball,jolteon,0.2059,0.63
ultraball,jolteon,0.208,0.62
ultraball,jolteon,0.2101,0.61
ultraball,jolteon,0.2122,0.6
ultraball,jolteon,0.2143,0.59
ultraball,jolteon,0.2164,0.58
ultraball,jolteon,0.2186,0.57
ultraball,jolteon,0.2207,0.56
ultraball,jolteon,0.2228,0.55
ultraball,jolteon,0.227,0.54
ultraball,jolteon,0.2291,0.53
ultraball,jolteon,0.2312,0.52
ultraball,jolteon,0.2333,0.51
ultraball,jolteon,0.2354,0.5
ultraball,jolteon,0.2376,0.49
ultraball,jolteon,0.2397,0.48
ultraball,jolteon,0.2418,0.47
ultraball,jolteon,0.2439,0.46
ultraball,jolteon,0.2481,0.45
ultraball,jolteon,0.2502,0.44
ultraball,jolteon,0.2523,0.43
ultraball,jolteon,0.2544,0.42
ultraball,jolteon,0.2566,0.41
ultraball,jolteon,0.2587,0.4
ultraball,jolteon,0.2608,0.39
ultraball,jolteon,0.2629,0.38
ultraball,jolteon,0.265,0.37
ultraball,jolteon,0.2692,0.36
ultraball,jolteon,0.2713,0.35
ultraball,jolteon,0.2734,0.34
ultraball,jolteon,0.2756,0.33
ultraball,jolteon,0.2777,0.32
ultraball,jolteon,0.2798,0.31
ultraball,jolteon,0.2819,0.3
ultraball,jolteon,0.284,0.29
ultraball,jolteon,0.2861,0.28
ultraball,jolteon,0.2903,0.27
ultraball,jolteon,0.2925,0.26
ultraball,jolteon,0.2946,0.25
ultraball,jolteon,0.2967,0.24
ultraball,jolteon,0.2988,0.23
ultraball,jolteon,0.3009,0.22
ultraball,jolteon,0.303,0.21
ultraball,jolteon,0.3051,0.2
ultraball,jolteon,0.3072,0.19
ultraball,jolteon,0.3115,0.18
ultraball,jolteon,0.3136,0.17
ultraball,jolteon,0.3157,0.16
ultraball,jolteon,0.3178,0.15
ultraball,jolteon,0.3199,0.14
ultraball,jolteon,0.322,0.13
ultraball,jolteon,0.3241,0.12
ultraball,jolteon,0.3262,0.11
ultraball,jolteon,0.3283,0.1
ultraball,jolteon,0.3326,0.09
ultraball,jolteon,0.3347,0.08
ultraball,jolteon,0.3368,0.07
ultraball,jolteon,0.3389,0.06
ultraball,jolteon,0.341,0.05
ultraball,jolteon,0.3431,0.04
ultraball,jolteon,0.3452,0.03
ultraball,jolteon,0.3474,0.02
ultraball,jolteon,0.3495,0.01
heavyball,jolteon,0.0326,1.0
heavyball,jolteon,0.0337,0.99
heavyball,jolteon,0.0343,0.98
heavyball,jolteon,0.0349,0.97
heavyball,jolteon,0.0355,0.96
heavyball,jolteon,0.0361,0.95
heavyball,jolteon,0.0367,0.94
heavyball,jolteon,0.0373,0.93
heavyball,jolteon,0.0378,0.92
heavyball,jolteon,0.0384,0.91
heavyball,jolteon,0.0396,0.9
heavyball,jolteon,0.0402,0.89
heavyball,jolteon,0.0408,0.88
heavyball,jolteon,0.0414,0.87
heavyball,jolteon,0.0419,0.86
heavyball,jolteon,0.0425,0.85
heavyball,jolteon,0.0431,0.84
heavyball,jolteon,0.0437,0.83
heavyball,jolteon,0.0443,0.82
heavyball,jolteon,0.0455,0.81
heavyball,jolteon,0.0461,0.8
heavyball,jolteon,0.0466,0.79
heavyball,jolteon,0.0472,0.78
heavyball,jolteon,0.0478,0.77
heavyball,jolteon,0.0484,0.76
heavyball,jolteon,0.049,0.75
heavyball,jolteon,0.0496,0.74
heavyball,jolteon,0.0502,0.73
heavyball,jolteon,0.0513,0.72
heavyball,jolteon,0.0519,0.71
heavyball,jolteon,0.0525,0.7
heavyball,jolteon,0.0531,0.69
heavyball,jolteon,0.0537,0.68
heavyball,jolteon,0.0543,0.67
heavyball,jolteon,0.0549,0.66
heavyball,jolteon,0.0554,0.65
heavyball,jolteon,0.056,0.64
heavyball,jolteon,0.0572,0.63
heavyball,jolteon,0.0578,0.62
heavyball,jolteon,0.0584,0.61
heavyball,jolteon,0.059,0.6
heavyball,jolteon,0.0595,0.59
heavyball,jolteon,0.0601,0.58
heavyball,jolteon,0.0607,0.57
heavyball,jolteon,0.0613,0.56
heavyball,jolteon,0.0619,0.55
heavyball,jolteon,0.0631,0.54
heavyball,jolteon,0.0636,0.53
heavyball,jolteon,0.0642,0.52
heavyball,jolteon,0.0648,0.51
heavyball,jolteon,0.0654,0.5
heavyball,jolteon,0.066,0.49
heavyball,jolteon,0.0666,0.48
heavyball,jolteon,0.0672,0.47
heavyball,jolteon,0.0678,0.46
heavyball,jolteon,0.0689,0.45
heavyball,jolteon,0.0695,0.44
heavyball,jolteon,0.0701,0.43
heavyball,jolteon,0.0707,0.42
heavyball,jolteon,0.0713,0.41
heavyball,jolteon,0.0719,0.4
heavyball,jolteon,0.0724,0.39
heavyball,jolteon,0.073,0.38
heavyball,jolteon,0.0736,0.37
heavyball,jolteon,0.0748,0.36
heavyball,jolteon,0.0754,0.35
heavyball,jolteon,0.076,0.34
heavyball,jolteon,0.0766,0.33
heavyball,jolteon,0.0771,0.32
heavyball,jolteon,0.0777,0.31
heavyball,jolteon,0.0783,0.3
heavyball,jolteon,0.0789,0.29
heavyball,jolteon,0.0795,0.28
heavyball,jolteon,0.0807,0.27
heavyball,jolteon,0.0812,0.26
heavyball,jolteon,0.0818,0.25
heavyball,jolteon,0.0824,0.24
heavyball,jolteon,0.083,0.23
heavyball,jolteon,0.0836,0.22
heavyball,jolteon,0.0842,0.21
heavyball,jolteon,0.0848,0.2
heavyball,jolteon,0.0854,0.19
heavyball,jolteon,0.0865,0.18
heavyball,jolteon,0.0871,0.17
heavyball,jolteon,0.0877,0.16
heavyball,jolteon,0.0883,0.15
heavyball,jolteon,0.0889,0.14
heavyball,jolteon,0.0895,0.13
heavyball,jolteon,0.09,0.12
heavyball,jolteon,0.0906,0.11
heavyball,jolteon,0.0912,0.1
heavyball,jolteon,0.0924,0.09
heavyball,jolteon,0.093,0.08
heavyball,jolteon,0.0936,0.07
heavyball,jolteon,0.0941,0.06
heavyball,jolteon,0.0947,0.05
heavyball,jolteon,0.0953,0.04
heavyball,jolteon,0.0959,0.03
heavyball,jolteon,0.0965,0.02
heavyball,jolteon,0.0971,0.01
fastball,jolteon,0.2344,1.0
fastball,jolteon,0.2428,0.99
fastball,jolteon,0.2471,0.98
fastball,jolteon,0.2513,0.97
fastball,jolteon,0.2555,0.96
fastball,jolteon,0.2597,0.95
fastball,jolteon,0.2639,0.94
fastball,jolteon,0.2682,0.93
fastball,jolteon,0.2724,0.92
fastball,jolteon,0.2766,0.91
fastball,jolteon,0.2851,0.9
fastball,jolteon,0.2893,0.89
fastball,jolteon,0.2935,0.88
fastball,jolteon,0.2977,0.87
fastball,jolteon,0.302,0.86
fastball,jolteon,0.3062,0.85
fastball,jolteon,0.3104,0.84
fastball,jolteon,0.3146,0.83
fastball,jolteon,0.3188,0.82
fastball,jolteon,0.3273,0.81
fastball,jolteon,0.3315,0.8
fastball,jolteon,0.3357,0.79
fastball,jolteon,0.34,0.78
fastball,jolteon,0.3442,0.77
fastball,jolteon,0.3484,0.76
fastball,jolteon,0.3526,0.75
fastball,jolteon,0.3569,0.74
fastball,jolteon,0.3611,0.73
fastball,jolteon,0.3695,0.72
fastball,jolteon,0.3737,0.71
fastball,jolteon,0.378,0.7
fastball,jolteon,0.3822,0.69
fastball,jolteon,0.3864,0.68
fastball,jolteon,0.3906,0.67
fastball,jolteon,0.3949,0.66
fastball,jolteon,0.3991,0.65
fastball,jolteon,0.4033,0.64
fastball,jolteon,0.4118,0.63
fastball,jolteon,0.416,0.62
fastball,jolteon,0.4202,0.61
fastball,jolteon,0.4244,0.6
fastball,jolteon,0.4286,0.59
fastball,jolteon,0.4329,0.58
fastball,jolteon,0.4371,0.57
fastball,jolteon,0.4413,0.56
fastball,jolteon,0.4455,0.55
fastball,jolteon,0.454,0.54
fastball,jolteon,0.4582,0.53
fastball,jolteon,0.4624,0.52
fastball,jolteon,0.4667,0.51
fastball,jolteon,0.4709,0.5
fastball,jolteon,0.4751,0.49
fastball,jolteon,0.4793,0.48
fastball,jolteon,0.4835,0.47
fastball,jolteon,0.4878,0.46
fastball,jolteon,0.4962,0.45
fastball,jolteon,0.5004,0.44
fastball,jolteon,0.5047,0.43
fastball,jolteon,0.5089,0.42
fastball,jolteon,0.5131,0.41
fastball,jolteon,0.5173,0.4
fastball,jolteon,0.5215,0.39
fastball,jolteon,0.5258,0.38
fastball,jolteon,0.53,0.37
fastball,jolteon,0.5384,0.36
fastball,jolteon,0.5427,0.35
fastball,jolteon,0.5469,0.34
fastball,jolteon,0.5511,0.33
fastball,jolteon,0.5553,0.32
fastball,jolteon,0.5596,0.31
fastball,jolteon,0.5638,0.3
fastball,jolteon,0.568,0.29
fastball,jolteon,0.5722,0.28
fastball,jolteon,0.5807,0.27
fastball,jolteon,0.5849,0.26
fastball,jolteon,0.5891,0.25
fastball,jolteon,0.5933,0.24
fastball,jolteon,0.5976,0.23
fastball,jolteon,0.6018,0.22
fastball,jolteon,0.606,0.21
fastball,jolteon,0.6102,0.2
fastball,jolteon,0.6145,0.19
fastball,jolteon,0.6229,0.18
fastball,jolteon,0.6271,0.17
fastball,jolteon,0.6313,0.16
fastball,jolteon,0.6356,0.15
fastball,jolteon,0.6398,0.14
fastball,jolteon,0.644,0.13
fastball,jolteon,0.6482,0.12
fastball,jolteon,0.6525,0.11
fastball,jolteon,0.6567,0.1
fastball,jolteon,0.6651,0.09
fastball,jolteon,0.6694,0.08
fastball,jolteon,0.6736,0.07
fastball,jolteon,0.6778,0.06
fastball,jolteon,0.682,0.05
fastball,jolteon,0.6862,0.04
fastball,jolteon,0.6905,0.03
fastball,jolteon,0.6947,0.02
fastball,jolteon,0.6989,0.01
