Pokeball,Pokemon,Probability,Current HP
pokeball,snorlax,0.0706,0.42
pokeball,snorlax,0.0712,0.41
pokeball,snorlax,0.0717,0.4
pokeball,snorlax,0.0723,0.39
pokeball,snorlax,0.0735,0.38
pokeball,snorlax,0.074,0.37
pokeball,snorlax,0.0746,0.36
pokeball,snorlax,0.0752,0.35
pokeball,snorlax,0.0758,0.34
pokeball,snorlax,0.0764,0.33
pokeball,snorlax,0.0769,0.32
pokeball,snorlax,0.0775,0.31
pokeball,snorlax,0.0787,0.3
pokeball,snorlax,0.0792,0.29
pokeball,snorlax,0.0798,0.28
pokeball,snorlax,0.0804,0.27
pokeball,snorlax,0.081,0.26
pokeball,snorlax,0.0815,0.25
pokeball,snorlax,0.0821,0.24
pokeball,snorlax,0.0833,0.23
pokeball,snorlax,0.0838,0.22
pokeball,snorlax,0.0844,0.21
pokeball,snorlax,0.085,0.2
pokeball,snorlax,0.0856,0.19
pokeball,snorlax,0.0861,0.18
pokeball,snorlax,0.0867,0.17
pokeball,snorlax,0.0873,0.16
pokeball,snorlax,0.0884,0.15
pokeball,snorlax,0.089,0.14
pokeball,snorlax,0.0896,0.13
pokeball,snorlax,0.0902,0.12
pokeball,snorlax,0.0908,0.11
pokeball,snorlax,0.0913,0.1
pokeball,snorlax,0.0919,0.09
pokeball,snorlax,0.0925,0.08
pokeball,snorlax,0.0936,0.07
pokeball,snorlax,0.0942,0.06
pokeball,snorlax,0.0948,0.05
pokeball,snorlax,0.0954,0.04
pokeball,snorlax,0.0959,0.03
pokeball,snorlax,0.0965,0.02
pokeball,snorlax,0.0971,0.01
ultraball,snorlax,0.0651,1.0
ultraball,snorlax,0.0674,0.99
ultraball,snorlax,0.0686,0.98
ultraball,snorlax,0.0697,0.97
ultraball,snorlax,0.0709,0.96
ultraball,snorlax,0.072,0.95
ultraball,snorlax,0.0732,0.94
ultraball,snorlax,0.0743,0.93
ultraball,snorlax,0.0766,0.92
ultraball,snorlax,0.0778,0.91
ultraball,snorlax,0.0789,0.9
ultraball,snorlax,0.0801,0.89
ultraball,snorlax,0.0812,0.88
ultraball,snorlax,0.0824,0.87
ultraball,snorlax,0.0836,0.86
ultraball,snorlax,0.0847,0.85
ultraball,snorlax,0.087,0.84
ultraball,snorlax,0.0882,0.83
ultraball,snorlax,0.0893,0.82
ultraball,snorlax,0.0905,0.81
ultraball,snorlax,0.0916,0.8
ultraball,snorlax,0.0928,0.79
ultraball,snorlax,0.0939,0.78
ultraball,snorlax,0.0951,0.77
ultraball,snorlax,0.0974,0.76
ultraball,snorlax,0.0985,0.75
ultraball,snorlax,0.0997,0.74
ultraball,snorlax,0.1008,0.73
ultraball,snorlax,0.102,0.72
ultraball,snorlax,0.1031,0.71
ultraball,snorlax,0.1043,0.7
ultraball,snorlax,0.1066,0.69
ultraball,snorlax,0.1078,0.68
ultraball,snorlax,0.1089,0.67
ultraball,snorlax,0.1101,0.66
ultraball,snorlax,0.1112,0.65
ultraball,snorlax,0.1124,0.64
ultraball,snorlax,0.1135,0.63
ultraball,snorlax,0.1147,0.62
ultraball,snorlax,0.117,0.61
ultraball,snorlax,0.1181,0.6
ultraball,snorlax,0.1193,0.59
ultraball,snorlax,0.1204,0.58
ultraball,snorlax,0.1216,0.57
ultraball,snorlax,0.1227,0.56
ultraball,snorlax,0.1239,0.55
ultraball,snorlax,0.125,0.54
ultraball,snorlax,0.1273,0.53
ultraball,snorlax,0.1285,0.52
ultraball,snorlax,0.1296,0.51
ultraball,snorlax,0.1308,0.5
ultraball,snorlax,0.1319,0.49
ultraball,snorlax,0.1331,0.48
ultraball,snorlax,0.1343,0.47
ultraball,snorlax,0.1366,0.46
ultraball,snorlax,0.1377,0.45
ultraball,snorlax,0.1389,0.44
ultraball,snorlax,0.14,0.43
ultraball,snorlax,0.1412,0.42
ultraball,snorlax,0.1423,0.41
ultraball,snorlax,0.1435,0.4
ultraball,snorlax,0.1446,0.39
ultraball,snorlax,0.1469,0.38
ultraball,snorlax,0.1481,0.37
ultraball,snorlax,0.1492,0.36
ultraball,snorlax,0.1504,0.35
ultraball,snorlax,0.1515,0.34
ultraball,snorlax,0.1527,0.33
ultraball,snorlax,0.1538,0.32
ultraball,snorlax,0.155,0.31
ultraball,snorlax,0.1573,0.3
ultraball,snorlax,0.1585,0.29
ultraball,snorlax,0.1596,0.28
ultraball,snorlax,0.1608,0.27
ultraball,snorlax,0.1619,0.26
ultraball,snorlax,0.1631,0.25
ultraball,snorlax,0.1642,0.24
ultraball,snorlax,0.1665,0.23
ultraball,snorlax,0.1677,0.22
ultraball,snorlax,0.1688,0.21
ultraball,snorlax,0.17,0.2
ultraball,snorlax,0.1711,0.19
ultraball,snorlax,0.1723,0.18
ultraball,snorlax,0.1734,0.17
ultraball,snorlax,0.1746,0.16
ultraball,snorlax,0.1769,0.15
ultraball,snorlax,0.178,0.14
ultraball,snorlax,0.1792,0.13
ultraball,snorlax,0.1803,0.12
ultraball,snorlax,0.1815,0.11
ultraball,snorlax,0.1826,0.1
ultraball,snorlax,0.1838,0.09
ultraball,snorlax,0.185,0.08
ultraball,snorlax,0.1873,0.07
ultraball,snorlax,0.1884,0.06
ultraball,snorlax,0.1896,0.05
ultraball,snorlax,0.1907,0.04
ultraball,snorlax,0.1919,0.03
ultraball,snorlax,0.193,0.02
ultraball,snorlax,0.1942,0.01
heavyball,snorlax,0.0846,1.0
heavyball,snorlax,0.0876,0.99
heavyball,snorlax,0.0891,0.98
heavyball,snorlax,0.0906,0.97
heavyball,snorlax,0.0921,0.96
heavyball,snorlax,0.0936,0.95
heavyball,snorlax,0.0951,0.94
heavyball,snorlax,0.0966,0.93
heavyball,snorlax,0.0996,0.92
heavyball,snorlax,0.1011,0.91
heavyball,snorlax,0.1026,0.9
heavyball,snorlax,0.1041,0.89
heavyball,snorlax,0.1056,0.88
heavyball,snorlax,0.1071,0.87
heavyball,snorlax,0.1086,0.86
heavyball,snorlax,0.1101,0.85
heavyball,snorlax,0.1131,0.84
heavyball,snorlax,0.1146,0.83
heavyball,snorlax,0.1161,0.82
heavyball,snorlax,0.1176,0.81
heavyball,snorlax,0.1191,0.8
heavyball,snorlax,0.1206,0.79
heavyball,snorlax,0.1221,0.78
heavyball,snorlax,0.1236,0.77
heavyball,snorlax,0.1266,0.76
heavyball,snorlax,0.1281,0.75
heavyball,snorlax,0.1296,0.74
heavyball,snorlax,0.1311,0.73
heavyball,snorlax,0.1326,0.72
heavyball,snorlax,0.1341,0.71
heavyball,snorlax,0.1356,0.7
heavyball,snorlax,0.1386,0.69
heavyball,snorlax,0.1401,0.68
heavyball,snorlax,0.1416,0.67
heavyball,snorlax,0.1431,0.66
heavyball,snorlax,0.1446,0.65
heavyball,snorlax,0.1461,0.64
heavyball,snorlax,0.1476,0.63
heavyball,snorlax,0.1491,0.62
heavyball,snorlax,0.1521,0.61
heavyball,snorlax,0.1536,0.6
heavyball,snorlax,0.1551,0.59
heavyball,snorlax,0.1565,0.58
heavyball,snorlax,0.158,0.57
heavyball,snorlax,0.1595,0.56
heavyball,snorlax,0.161,0.55
heavyball,snorlax,0.1625,0.54
heavyball,snorlax,0.1655,0.53
heavyball,snorlax,0.167,0.52
heavyball,snorlax,0.1685,0.51
heavyball,snorlax,0.17,0.5
heavyball,snorlax,0.1715,0.49
heavyball,snorlax,0.173,0.48
heavyball,snorlax,0.1745,0.47
heavyball,snorlax,0.1775,0.46
heavyball,snorlax,0.179,0.45
heavyball,snorlax,0.1805,0.44
heavyball,snorlax,0.182,0.43
heavyball,snorlax,0.1835,0.42
heavyball,snorlax,0.185,0.41
heavyball,snorlax,0.1865,0.4
heavyball,snorlax,0.188,0.39
heavyball,snorlax,0.191,0.38
heavyball,snorlax,0.1925,0.37
heavyball,snorlax,0.194,0.36
heavyball,snorlax,0.1955,0.35
heavyball,snorlax,0.197,0.34
heavyball,snorlax,0.1985,0.33
heavyball,snorlax,0.2,0.32
heavyball,snorlax,0.2015,0.31
heavyball,snorlax,0.2045,0.3
heavyball,snorlax,0.206,0.29
heavyball,snorlax,0.2075,0.28
heavyball,snorlax,0.209,0.27
heavyball,snorlax,0.2105,0.26
heavyball,snorlax,0.212,0.25
heavyball,snorlax,0.2135,0.24
heavyball,snorlax,0.2165,0.23
heavyball,snorlax,0.218,0.22
heavyball,snorlax,0.2195,0.21
heavyball,snorlax,0.221,0.2
heavyball,snorlax,0.2225,0.19
heavyball,snorlax,0.224,0.18
heavyball,snorlax,0.2255,0.17
heavyball,snorlax,0.227,0.16
heavyball,snorlax,0.23,0.15
heavyball,snorlax,0.2314,0.14
heavyball,snorlax,0.2329,0.13
heavyball,snorlax,0.2344,0.12
heavyball,snorlax,0.2359,0.11
heavyball,snorlax,0.2374,0.1
heavyball,snorlax,0.2389,0.09
heavyball,snorlax,0.2404,0.08
heavyball,snorlax,0.2434,0.07
heavyball,snorlax,0.2449,0.06
heavyball,snorlax,0.2464,0.05
heavyball,snorlax,0.2479,0.04
heavyball,snorlax,0.2494,0.03
heavyball,snorlax,0.2509,0.02
heavyball,snorlax,0.2524,0.01
fastball,snorlax,0.0326,1.0
fastball,snorlax,0.0337,0.99
fastball,snorlax,0.0343,0.98
fastball,snorlax,0.0349,0.97
fastball,snorlax,0.0354,0.96
fastball,snorlax,0.036,0.95
fastball,snorlax,0.0366,0.94
fastball,snorlax,0.0372,0.93
fastball,snorlax,0.0383,0.92
fastball,snorlax,0.0389,0.91
fastball,snorlax,0.0395,0.9
fastball,snorlax,0.0401,0.89
fastball,snorlax,0.0406,0.88
fastball,snorlax,0.0412,0.87
fastball,snorlax,0.0418,0.86
fastball,snorlax,0.0424,0.85
fastball,snorlax,0.0435,0.84
fastball,snorlax,0.0441,0.83
fastball,snorlax,0.0447,0.82
fastball,snorlax,0.0452,0.81
fastball,snorlax,0.0458,0.8
fastball,snorlax,0.0464,0.79
fastball,snorlax,0.047,0.78
fastball,snorlax,0.0475,0.77
fastball,snorlax,0.0487,0.76
fastball,snorlax,0.0493,0.75
fastball,snorlax,0.0498,0.74
fastball,snorlax,0.0504,0.73
fastball,snorlax,0.051,0.72
fastball,snorlax,0.0516,0.71
fastball,snorlax,0.0522,0.7
fastball,snorlax,0.0533,0.69
fastball,snorlax,0.0539,0.68
fastball,snorlax,0.0545,0.67
fastball,snorlax,0.055,0.66
fastball,snorlax,0.0556,0.65
fastball,snorlax,0.0562,0.64
fastball,snorlax,0.0568,0.63
fastball,snorlax,0.0573,0.62
fastball,snorlax,0.0585,0.61
fastball,snorlax,0.0591,0.6
fastball,snorlax,0.0596,0.59
fastball,snorlax,0.0602,0.58
fastball,snorlax,0.0608,0.57
fastball,snorlax,0.0614,0.56
fastball,snorlax,0.0619,0.55
fastball,snorlax,0.0625,0.54
fastball,snorlax,0.0637,0.53
fastball,snorlax,0.0643,0.52
fastball,snorlax,0.0648,0.51
fastball,snorlax,0.0654,0.5
fastball,snorlax,0.066,0.49
fastball,snorlax,0.0666,0.48
fastball,snorlax,0.0671,0.47
fastball,snorlax,0.0683,0.46
fastball,snorlax,0.0689,0.45
fastball,snorlax,0.0694,0.44
fastball,snorlax,0.07,0.43
fastball,snorlax,0.0706,0.42
fastball,snorlax,0.0712,0.41
fastball,snorlax,0.0717,0.4
fastball,snorlax,0.0723,0.39
fastball,snorlax,0.0735,0.38
fastball,snorlax,0.074,0.37
fastball,snorlax,0.0746,0.36
fastball,snorlax,0.0752,0.35
fastball,snorlax,0.0758,0.34
fastball,snorlax,0.0764,0.33
fastball,snorlax,0.0769,0.32
fastball,snorlax,0.0775,0.31
fastball,snorlax,0.0787,0.3
fastball,snorlax,0.0792,0.29
fastball,snorlax,0.0798,0.28
fastball,snorlax,0.0804,0.27
fastball,snorlax,0.081,0.26
fastball,snorlax,0.0815,0.25
fastball,snorlax,0.0821,0.24
fastball,snorlax,0.0833,0.23
fastball,snorlax,0.0838,0.22
fastball,snorlax,0.0844,0.21
fastball,snorlax,0.085,0.2
fastball,snorlax,0.0856,0.19
fastball,snorlax,0.0861,0.18
fastball,snorlax,0.0867,0.17
fastball,snorlax,0.0873,0.16
fastball,snorlax,0.0884,0.15
fastball,snorlax,0.089,0.14
fastball,snorlax,0.0896,0.13
fastball,snorlax,0.0902,0.12
fastball,snorlax,0.0908,0.11
fastball,snorlax,0.0913,0.1
fastball,snorlax,0.0919,0.09
fastball,snorlax,0.0925,0.08
fastball,snorlax,0.0936,0.07
fastball,snorlax,0.0942,0.06
fastball,snorlax,0.0948,0.05
fastball,snorlax,0.0954,0.04
fastball,snorlax,0.0959,0.03
fastball,snorlax,0.0965,0.02
fastball,snorlax,0.0971,0.01
