Pokeball,Pokemon,Probability,Current HP
ultraball,mewtwo,0.0087,0.95
ultraball,mewtwo,0.0088,0.94
ultraball,mewtwo,0.0089,0.93
ultraball,mewtwo,0.0091,0.92
ultraball,mewtwo,0.0094,0.91
ultraball,mewtwo,0.0095,0.9
ultraball,mewtwo,0.0096,0.89
ultraball,mewtwo,0.0098,0.88
ultraball,mewtwo,0.0099,0.87
ultraball,mewtwo,0.0101,0.86
ultraball,mewtwo,0.0102,0.85
ultraball,mewtwo,0.0103,0.84
ultraball,mewtwo,0.0106,0.83
ultraball,mewtwo,0.0108,0.82
ultraball,mewtwo,0.0109,0.81
ultraball,mewtwo,0.011,0.8
ultraball,mewtwo,0.0112,0.79
ultraball,mewtwo,0.0113,0.78
ultraball,mewtwo,0.0115,0.77
ultraball,mewtwo,0.0116,0.76
ultraball,mewtwo,0.0117,0.75
ultraball,mewtwo,0.012,0.74
ultraball,mewtwo,0.0121,0.73
ultraball,mewtwo,0.0123,0.72
ultraball,mewtwo,0.0124,0.71
ultraball,mewtwo,0.0126,0.7
ultraball,mewtwo,0.0127,0.69
ultraball,mewtwo,0.0128,0.68
ultraball,mewtwo,0.013,0.67
ultraball,mewtwo,0.0133,0.66
ultraball,mewtwo,0.0134,0.65
ultraball,mewtwo,0.0135,0.64
ultraball,mewtwo,0.0137,0.63
ultraball,mewtwo,0.0138,0.62
ultraball,mewtwo,0.014,0.61
ultraball,mewtwo,0.0141,0.6
ultraball,mewtwo,0.0142,0.59
ultraball,mewtwo,0.0145,0.58
ultraball,mewtwo,0.0147,0.57
ultraball,mewtwo,0.0148,0.56
ultraball,mewtwo,0.0149,0.55
ultraball,mewtwo,0.0151,0.54
ultraball,mewtwo,0.0152,0.53
ultraball,mewtwo,0.0154,0.52
ultraball,mewtwo,0.0155,0.51
ultraball,mewtwo,0.0156,0.5
ultraball,mewtwo,0.0159,0.49
ultraball,mewtwo,0.0161,0.48
ultraball,mewtwo,0.0162,0.47
ultraball,mewtwo,0.0163,0.46
ultraball,mewtwo,0.0165,0.45
ultraball,mewtwo,0.0166,0.44
ultraball,mewtwo,0.0168,0.43
ultraball,mewtwo,0.0169,0.42
ultraball,mewtwo,0.0172,0.41
ultraball,mewtwo,0.0173,0.4
ultraball,mewtwo,0.0175,0.39
ultraball,mewtwo,0.0176,0.38
ultraball,mewtwo,0.0177,0.37
ultraball,mewtwo,0.0179,0.36
ultraball,mewtwo,0.018,0.35
ultraball,mewtwo,0.0181,0.34
ultraball,mewtwo,0.0184,0.33
ultraball,mewtwo,0.0186,0.32
ultraball,mewtwo,0.0187,0.31
ultraball,mewtwo,0.0188,0.3
ultraball,mewtwo,0.019,0.29
ultraball,mewtwo,0.0191,0.28
ultraball,mewtwo,0.0193,0.27
ultraball,mewtwo,0.0194,0.26
ultraball,mewtwo,0.0195,0.25
ultraball,mewtwo,0.0198,0.24
ultraball,mewtwo,0.02,0.23
ultraball,mewtwo,0.0201,0.22
ultraball,mewtwo,0.0202,0.21
ultraball,mewtwo,0.0204,0.2
ultraball,mewtwo,0.0205,0.19
ultraball,mewtwo,0.0207,0.18
ultraball,mewtwo,0.0208,0.17
ultraball,mewtwo,0.0211,0.16
ultraball,mewtwo,0.0212,0.15
ultraball,mewtwo,0.0214,0.14
ultraball,mewtwo,0.0215,0.13
ultraball,mewtwo,0.0216,0.12
ultraball,mewtwo,0.0218,0.11
ultraball,mewtwo,0.0219,0.1
ultraball,mewtwo,0.0221,0.09
ultraball,mewtwo,0.0223,0.08
ultraball,mewtwo,0.0225,0.07
ultraball,mewtwo,0.0226,0.06
ultraball,mewtwo,0.0228,0.05
ultraball,mewtwo,0.0229,0.04
ultraball,mewtwo,0.023,0.03
ultraball,mewtwo,0.0232,0.02
ultraball,mewtwo,0.0233,0.01
heavyball,mewtwo,0.0013,1.0
heavyball,mewtwo,0.0014,0.99
heavyball,mewtwo,0.0014,0.98
heavyball,mewtwo,0.0014,0.97
heavyball,mewtwo,0.0014,0.96
heavyball,mewtwo,0.0015,0.95
heavyball,mewtwo,0.0015,0.94
heavyball,mewtwo,0.0015,0.93
heavyball,mewtwo,0.0015,0.92
heavyball,mewtwo,0.0016,0.91
heavyball,mewtwo,0.0016,0.9
heavyball,mewtwo,0.0016,0.89
heavyball,mewtwo,0.0016,0.88
heavyball,mewtwo,0.0017,0.87
heavyball,mewtwo,0.0017,0.86
heavyball,mewtwo,0.0017,0.85
heavyball,mewtwo,0.0017,0.84
heavyball,mewtwo,0.0018,0.83
heavyball,mewtwo,0.0018,0.82
heavyball,mewtwo,0.0018,0.81
heavyball,mewtwo,0.0018,0.8
heavyball,mewtwo,0.0019,0.79
heavyball,mewtwo,0.0019,0.78
heavyball,mewtwo,0.0019,0.77
heavyball,mewtwo,0.0019,0.76
heavyball,mewtwo,0.002,0.75
heavyball,mewtwo,0.002,0.74
heavyball,mewtwo,0.002,0.73
heavyball,mewtwo,0.0021,0.72
heavyball,mewtwo,0.0021,0.71
heavyball,mewtwo,0.0021,0.7
heavyball,mewtwo,0.0021,0.69
heavyball,mewtwo,0.0022,0.68
heavyball,mewtwo,0.0022,0.67
heavyball,mewtwo,0.0022,0.66
heavyball,mewtwo,0.0022,0.65
heavyball,mewtwo,0.0023,0.64
heavyball,mewtwo,0.0023,0.63
heavyball,mewtwo,0.0023,0.62
heavyball,mewtwo,0.0023,0.61
heavyball,mewtwo,0.0024,0.6
heavyball,mewtwo,0.0024,0.59
heavyball,mewtwo,0.0024,0.58
heavyball,mewtwo,0.0025,0.57
heavyball,mewtwo,0.0025,0.56
heavyball,mewtwo,0.0025,0.55
heavyball,mewtwo,0.0025,0.54
heavyball,mewtwo,0.0025,0.53
heavyball,mewtwo,0.0026,0.52
heavyball,mewtwo,0.0026,0.51
heavyball,mewtwo,0.0026,0.5
heavyball,mewtwo,0.0027,0.49
heavyball,mewtwo,0.0027,0.48
heavyball,mewtwo,0.0027,0.47
heavyball,mewtwo,0.0027,0.46
heavyball,mewtwo,0.0028,0.45
heavyball,mewtwo,0.0028,0.44
heavyball,mewtwo,0.0028,0.43
heavyball,mewtwo,0.0028,0.42
heavyball,mewtwo,0.0029,0.41
heavyball,mewtwo,0.0029,0.4
heavyball,mewtwo,0.0029,0.39
heavyball,mewtwo,0.0029,0.38
heavyball,mewtwo,0.003,0.37
heavyball,mewtwo,0.003,0.36
heavyball,mewtwo,0.003,0.35
heavyball,mewtwo,0.003,0.34
heavyball,mewtwo,0.0031,0.33
heavyball,mewtwo,0.0031,0.32
heavyball,mewtwo,0.0031,0.31
heavyball,mewtwo,0.0032,0.3
heavyball,mewtwo,0.0032,0.29
heavyball,mewtwo,0.0032,0.28
heavyball,mewtwo,0.0032,0.27
heavyball,mewtwo,0.0032,0.26
heavyball,mewtwo,0.0033,0.25
heavyball,mewtwo,0.0033,0.24
heavyball,mewtwo,0.0033,0.23
heavyball,mewtwo,0.0034,0.22
heavyball,mewtwo,0.0034,0.21
heavyball,mewtwo,0.0034,0.2
heavyball,mewtwo,0.0034,0.19
heavyball,mewtwo,0.0035,0.18
heavyball,mewtwo,0.0035,0.17
heavyball,mewtwo,0.0035,0.16
heavyball,mewtwo,0.0035,0.15
heavyball,mewtwo,0.0036,0.14
heavyball,mewtwo,0.0036,0.13
heavyball,mewtwo,0.0036,0.12
heavyball,mewtwo,0.0036,0.11
heavyball,mewtwo,0.0037,0.1
heavyball,mewtwo,0.0037,0.09
heavyball,mewtwo,0.0037,0.08
heavyball,mewtwo,0.0038,0.07
heavyball,mewtwo,0.0038,0.06
heavyball,mewtwo,0.0038,0.05
heavyball,mewtwo,0.0038,0.04
heavyball,mewtwo,0.0038,0.03
heavyball,mewtwo,0.0039,0.02
heavyball,mewtwo,0.0039,0.01
fastball,mewtwo,0.0156,1.0
fastball,mewtwo,0.0162,0.99
fastball,mewtwo,0.0165,0.98
fastball,mewtwo,0.0168,0.97
fastball,mewtwo,0.017,0.96
fastball,mewtwo,0.0173,0.95
fastball,mewtwo,0.0176,0.94
fastball,mewtwo,0.0179,0.93
fastball,mewtwo,0.0181,0.92
fastball,mewtwo,0.0187,0.91
fastball,mewtwo,0.019,0.9
fastball,mewtwo,0.0193,0.89
fastball,mewtwo,0.0195,0.88
fastball,mewtwo,0.0198,0.87
fastball,mewtwo,0.0201,0.86
fastball,mewtwo,0.0204,0.85
fastball,mewtwo,0.0207,0.84
fastball,mewtwo,0.0212,0.83
fastball,mewtwo,0.0215,0.82
fastball,mewtwo,0.0218,0.81
fastball,mewtwo,0.0221,0.8
fastball,mewtwo,0.0223,0.79
fastball,mewtwo,0.0226,0.78
fastball,mewtwo,0.0229,0.77
fastball,mewtwo,0.0232,0.76
fastball,mewtwo,0.0234,0.75
fastball,mewtwo,0.024,0.74
fastball,mewtwo,0.0243,0.73
fastball,mewtwo,0.0246,0.72
fastball,mewtwo,0.0248,0.71
fastball,mewtwo,0.0251,0.7
fastball,mewtwo,0.0254,0.69
fastball,mewtwo,0.0257,0.68
fastball,mewtwo,0.026,0.67
fastball,mewtwo,0.0265,0.66
fastball,mewtwo,0.0268,0.65
fastball,mewtwo,0.0271,0.64
fastball,mewtwo,0.0274,0.63
fastball,mewtwo,0.0276,0.62
fastball,mewtwo,0.0279,0.61
fastball,mewtwo,0.0282,0.6
fastball,mewtwo,0.0285,0.59
fastball,mewtwo,0.029,0.58
fastball,mewtwo,0.0293,0.57
fastball,mewtwo,0.0296,0.56
fastball,mewtwo,0.0299,0.55
fastball,mewtwo,0.0301,0.54
fastball,mewtwo,0.0304,0.53
fastball,mewtwo,0.0307,0.52
fastball,mewtwo,0.031,0.51
fastball,mewtwo,0.0313,0.5
fastball,mewtwo,0.0318,0.49
fastball,mewtwo,0.0321,0.48
fastball,mewtwo,0.0324,0.47
fastball,mewtwo,0.0327,0.46
fastball,mewtwo,0.0329,0.45
fastball,mewtwo,0.0332,0.44
fastball,mewtwo,0.0335,0.43
fastball,mewtwo,0.0338,0.42
fastball,mewtwo,0.0343,0.41
fastball,mewtwo,0.0346,0.4
fastball,mewtwo,0.0349,0.39
fastball,mewtwo,0.0352,0.38
fastball,mewtwo,0.0354,0.37
fastball,mewtwo,0.0357,0.36
fastball,mewtwo,0.036,0.35
fastball,mewtwo,0.0363,0.34
fastball,mewtwo,0.0368,0.33
fastball,mewtwo,0.0371,0.32
fastball,mewtwo,0.0374,0.31
fastball,mewtwo,0.0377,0.3
fastball,mewtwo,0.038,0.29
fastball,mewtwo,0.0382,0.28
fastball,mewtwo,0.0385,0.27
fastball,mewtwo,0.0388,0.26
fastball,mewtwo,0.0391,0.25
fastball,mewtwo,0.0396,0.24
fastball,mewtwo,0.0399,0.23
fastball,mewtwo,0.0402,0.22
fastball,mewtwo,0.0405,0.21
fastball,mewtwo,0.0407,0.2
fastball,mewtwo,0.041,0.19
fastball,mewtwo,0.0413,0.18
fastball,mewtwo,0.0416,0.17
fastball,mewtwo,0.0421,0.16
fastball,mewtwo,0.0424,0.15
fastball,mewtwo,0.0427,0.14
fastball,mewtwo,0.043,0.13
fastball,mewtwo,0.0433,0.12
fastball,mewtwo,0.0435,0.11
fastball,mewtwo,0.0438,0.1
fastball,mewtwo,0.0441,0.09
fastball,mewtwo,0.0447,0.08
fastball,mewtwo,0.0449,0.07
fastball,mewtwo,0.0452,0.06
fastball,mewtwo,0.0455,0.05
fastball,mewtwo,0.0458,0.04
fastball,mewtwo,0.046,0.03
fastball,mewtwo,0.0463,0.02
fastball,mewtwo,0.0466,0.01
