Pokeball,Pokemon,Probability,Current HP
ultraball,caterpie,0.978,0.77
ultraball,caterpie,0.9901,0.76
ultraball,caterpie,1,0.75
ultraball,caterpie,1,0.74
ultraball,caterpie,1,0.73
ultraball,caterpie,1,0.72
ultraball,caterpie,1,0.71
ultraball,caterpie,1,0.7
ultraball,caterpie,1,0.69
ultraball,caterpie,1,0.68
ultraball,caterpie,1,0.67
ultraball,caterpie,1,0.66
ultraball,caterpie,1,0.65
ultraball,caterpie,1,0.64
ultraball,caterpie,1,0.63
ultraball,caterpie,1,0.62
ultraball,caterpie,1,0.61
ultraball,caterpie,1,0.6
ultraball,caterpie,1,0.59
ultraball,caterpie,1,0.58
ultraball,caterpie,1,0.57
ultraball,caterpie,1,0.56
ultraball,caterpie,1,0.55
ultraball,caterpie,1,0.54
ultraball,caterpie,1,0.53
ultraball,caterpie,1,0.52
ultraball,caterpie,1,0.51
ultraball,caterpie,1,0.5
ultraball,caterpie,1,0.49
ultraball,caterpie,1,0.48
ultraball,caterpie,1,0.47
ultraball,caterpie,1,0.46
ultraball,caterpie,1,0.45
ultraball,caterpie,1,0.44
ultraball,caterpie,1,0.43
ultraball,caterpie,1,0.42
ultraball,caterpie,1,0.41
ultraball,caterpie,1,0.4
ultraball,caterpie,1,0.39
ultraball,caterpie,1,0.38
ultraball,caterpie,1,0.37
ultraball,caterpie,1,0.36
ultraball,caterpie,1,0.35
ultraball,caterpie,1,0.34
ultraball,caterpie,1,0.33
ultraball,caterpie,1,0.32
ultraball,caterpie,1,0.31
ultraball,caterpie,1,0.3
ultraball,caterpie,1,0.29
ultraball,caterpie,1,0.28
ultraball,caterpie,1,0.27
ultraball,caterpie,1,0.26
ultraball,caterpie,1,0.25
ultraball,caterpie,1,0.24
ultraball,caterpie,1,0.23
ultraball,caterpie,1,0.22
ultraball,caterpie,1,0.21
ultraball,caterpie,1,0.2
ultraball,caterpie,1,0.19
ultraball,caterpie,1,0.18
ultraball,caterpie,1,0.17
ultraball,caterpie,1,0.16
ultraball,caterpie,1,0.15
ultraball,caterpie,1,0.14
ultraball,caterpie,1,0.13
ultraball,caterpie,1,0.12
ultraball,caterpie,1,0.11
ultraball,caterpie,1,0.1
ultraball,caterpie,1,0.09
ultraball,caterpie,1,0.08
ultraball,caterpie,1,0.07
ultraball,caterpie,1,0.06
ultraball,caterpie,1,0.05
ultraball,caterpie,1,0.04
ultraball,caterpie,1,0.03
ultraball,caterpie,1,0.02
ultraball,caterpie,1,0.01
heavyball,caterpie,0.306,1.0
heavyball,caterpie,0.3171,0.99
heavyball,caterpie,0.3227,0.98
heavyball,caterpie,0.3283,0.97
heavyball,caterpie,0.3338,0.96
heavyball,caterpie,0.3394,0.95
heavyball,caterpie,0.3449,0.94
heavyball,caterpie,0.3505,0.93
heavyball,caterpie,0.3561,0.92
heavyball,caterpie,0.3616,0.91
heavyball,caterpie,0.3672,0.9
heavyball,caterpie,0.3783,0.89
heavyball,caterpie,0.3839,0.88
heavyball,caterpie,0.3895,0.87
heavyball,caterpie,0.395,0.86
heavyball,caterpie,0.4006,0.85
heavyball,caterpie,0.4061,0.84
heavyball,caterpie,0.4117,0.83
heavyball,caterpie,0.4173,0.82
heavyball,caterpie,0.4228,0.81
heavyball,caterpie,0.4284,0.8
heavyball,caterpie,0.4395,0.79
heavyball,caterpie,0.4451,0.78
heavyball,caterpie,0.4507,0.77
heavyball,caterpie,0.4562,0.76
heavyball,caterpie,0.4618,0.75
heavyball,caterpie,0.4673,0.74
heavyball,caterpie,0.4729,0.73
heavyball,caterpie,0.4785,0.72
heavyball,caterpie,0.484,0.71
heavyball,caterpie,0.4896,0.7
heavyball,caterpie,0.5007,0.69
heavyball,caterpie,0.5063,0.68
heavyball,caterpie,0.5118,0.67
heavyball,caterpie,0.5174,0.66
heavyball,caterpie,0.523,0.65
heavyball,caterpie,0.5285,0.64
heavyball,caterpie,0.5341,0.63
heavyball,caterpie,0.5397,0.62
heavyball,caterpie,0.5452,0.61
heavyball,caterpie,0.5508,0.6
heavyball,caterpie,0.5619,0.59
heavyball,caterpie,0.5675,0.58
heavyball,caterpie,0.573,0.57
heavyball,caterpie,0.5786,0.56
heavyball,caterpie,0.5842,0.55
heavyball,caterpie,0.5897,0.54
heavyball,caterpie,0.5953,0.53
heavyball,caterpie,0.6009,0.52
heavyball,caterpie,0.6064,0.51
heavyball,caterpie,0.612,0.5
heavyball,caterpie,0.6231,0.49
heavyball,caterpie,0.6287,0.48
heavyball,caterpie,0.6342,0.47
heavyball,caterpie,0.6398,0.46
heavyball,caterpie,0.6454,0.45
heavyball,caterpie,0.6509,0.44
heavyball,caterpie,0.6565,0.43
heavyball,caterpie,0.6621,0.42
heavyball,caterpie,0.6676,0.41
heavyball,caterpie,0.6732,0.4
heavyball,caterpie,0.6843,0.39
heavyball,caterpie,0.6899,0.38
heavyball,caterpie,0.6954,0.37
heavyball,caterpie,0.701,0.36
heavyball,caterpie,0.7066,0.35
heavyball,caterpie,0.7121,0.34
heavyball,caterpie,0.7177,0.33
heavyball,caterpie,0.7233,0.32
heavyball,caterpie,0.7288,0.31
heavyball,caterpie,0.7344,0.3
heavyball,caterpie,0.7455,0.29
heavyball,caterpie,0.7511,0.28
heavyball,caterpie,0.7566,0.27
heavyball,caterpie,0.7622,0.26
heavyball,caterpie,0.7678,0.25
heavyball,caterpie,0.7733,0.24
heavyball,caterpie,0.7789,0.23
heavyball,caterpie,0.7845,0.22
heavyball,caterpie,0.79,0.21
heavyball,caterpie,0.7956,0.2
heavyball,caterpie,0.8067,0.19
heavyball,caterpie,0.8123,0.18
heavyball,caterpie,0.8178,0.17
heavyball,caterpie,0.8234,0.16
heavyball,caterpie,0.829,0.15
heavyball,caterpie,0.8345,0.14
heavyball,caterpie,0.8401,0.13
heavyball,caterpie,0.8457,0.12
heavyball,caterpie,0.8512,0.11
heavyball,caterpie,0.8568,0.1
heavyball,caterpie,0.8679,0.09
heavyball,caterpie,0.8735,0.08
heavyball,caterpie,0.879,0.07
heavyball,caterpie,0.8846,0.06
heavyball,caterpie,0.8902,0.05
heavyball,caterpie,0.8957,0.04
heavyball,caterpie,0.9013,0.03
heavyball,caterpie,0.9069,0.02
heavyball,caterpie,0.9124,0.01
fastball,caterpie,0.332,1.0
fastball,caterpie,0.3441,0.99
fastball,caterpie,0.3502,0.98
fastball,caterpie,0.3562,0.97
fastball,caterpie,0.3622,0.96
fastball,caterpie,0.3683,0.95
fastball,caterpie,0.3743,0.94
fastball,caterpie,0.3803,0.93
fastball,caterpie,0.3864,0.92
fastball,caterpie,0.3924,0.91
fastball,caterpie,0.3984,0.9
fastball,caterpie,0.4105,0.89
fastball,caterpie,0.4166,0.88
fastball,caterpie,0.4226,0.87
fastball,caterpie,0.4286,0.86
fastball,caterpie,0.4347,0.85
fastball,caterpie,0.4407,0.84
fastball,caterpie,0.4467,0.83
fastball,caterpie,0.4528,0.82
fastball,caterpie,0.4588,0.81
fastball,caterpie,0.4649,0.8
fastball,caterpie,0.4769,0.79
fastball,caterpie,0.483,0.78
fastball,caterpie,0.489,0.77
fastball,caterpie,0.495,0.76
fastball,caterpie,0.5011,0.75
fastball,caterpie,0.5071,0.74
fastball,caterpie,0.5132,0.73
fastball,caterpie,0.5192,0.72
fastball,caterpie,0.5252,0.71
fastball,caterpie,0.5313,0.7
fastball,caterpie,0.5433,0.69
fastball,caterpie,0.5494,0.68
fastball,caterpie,0.5554,0.67
fastball,caterpie,0.5614,0.66
fastball,caterpie,0.5675,0.65
fastball,caterpie,0.5735,0.64
fastball,caterpie,0.5796,0.63
fastball,caterpie,0.5856,0.62
fastball,caterpie,0.5916,0.61
fastball,caterpie,0.5977,0.6
fastball,caterpie,0.6097,0.59
fastball,caterpie,0.6158,0.58
fastball,caterpie,0.6218,0.57
fastball,caterpie,0.6279,0.56
fastball,caterpie,0.6339,0.55
fastball,caterpie,0.6399,0.54
fastball,caterpie,0.646,0.53
fastball,caterpie,0.652,0.52
fastball,caterpie,0.658,0.51
fastball,caterpie,0.6641,0.5
fastball,caterpie,0.6761,0.49
fastball,caterpie,0.6822,0.48
fastball,caterpie,0.6882,0.47
fastball,caterpie,0.6943,0.46
fastball,caterpie,0.7003,0.45
fastball,caterpie,0.7063,0.44
fastball,caterpie,0.7124,0.43
fastball,caterpie,0.7184,0.42
fastball,caterpie,0.7244,0.41
fastball,caterpie,0.7305,0.4
fastball,caterpie,0.7426,0.39
fastball,caterpie,0.7486,0.38
fastball,caterpie,0.7546,0.37
fastball,caterpie,0.7607,0.36
fastball,caterpie,0.7667,0.35
fastball,caterpie,0.7727,0.34
fastball,caterpie,0.7788,0.33
fastball,caterpie,0.7848,0.32
fastball,caterpie,0.7908,0.31
fastball,caterpie,0.7969,0.3
fastball,caterpie,0.809,0.29
fastball,caterpie,0.815,0.28
fastball,caterpie,0.821,0.27
fastball,caterpie,0.8271,0.26
fastball,caterpie,0.8331,0.25
fastball,caterpie,0.8391,0.24
fastball,caterpie,0.8452,0.23
fastball,caterpie,0.8512,0.22
fastball,caterpie,0.8573,0.21
fastball,caterpie,0.8633,0.2
fastball,caterpie,0.8754,0.19
fastball,caterpie,0.8814,0.18
fastball,caterpie,0.8874,0.17
fastball,caterpie,0.8935,0.16
fastball,caterpie,0.8995,0.15
fastball,caterpie,0.9056,0.14
fastball,caterpie,0.9116,0.13
fastball,caterpie,0.9176,0.12
fastball,caterpie,0.9237,0.11
fastball,caterpie,0.9297,0.1
fastball,caterpie,0.9418,0.09
fastball,caterpie,0.9478,0.08
fastball,caterpie,0.9538,0.07
fastball,caterpie,0.9599,0.06
fastball,caterpie,0.9659,0.05
fastball,caterpie,0.972,0.04
fastball,caterpie,0.978,0.03
fastball,caterpie,0.984,0.02
fastball,caterpie,0.9901,0.01
